"name","SMILES","InChI","InChIKey","formula","neutralMass","molNeutralized","mz"
"Venlafaxine HCl-TP13","C(C(C1=CC(=C(C=C1)O)O)C2(CCCCC2)O)=O","InChI=1S/C14H18O4/c15-9-11(14(18)6-2-1-3-7-14)10-4-5-12(16)13(17)8-10/h4-5,8-9,11,16-18H,1-3,6-7H2","RCSBDZMSFIQSHV-UHFFFAOYSA-N","C14H18O4",250.120509056,FALSE,NA
"Venlafaxine HCl-TP14","CN(C)CC(C=CCC(=[OH])C(=O)[OH2])C1(CCCCC1)O","InChI=1S/C15H26NO4/c1-16(2)11-12(7-6-8-13(17)14(18)19)15(20)9-4-3-5-10-15/h6-7,12,17-18,20H,3-5,8-11H2,1-2H3/q-1/b7-6+","USCMYSGKSLCEQG-VOTSOKGWSA-N","C15H27NO4",285.194008344,TRUE,NA
"Venlafaxine HCl-TP16","CN(C)CC(C(=CC(O)=O)C=CC(O)=O)C1(CCCCC1)O","InChI=1S/C16H25NO5/c1-17(2)11-13(16(22)8-4-3-5-9-16)12(10-15(20)21)6-7-14(18)19/h6-7,10,13,22H,3-5,8-9,11H2,1-2H3,(H,18,19)(H,20,21)/b7-6+,12-10?","ZUUXSXPLKMFMTO-YWCRSASRSA-N","C16H25NO5",311.1732729,FALSE,NA
"Venlafaxine HCl-TP17","NCC(C1=CC=C(C=C1)O)C2(CCCCC2)O","InChI=1S/C14H21NO2/c15-10-13(11-4-6-12(16)7-5-11)14(17)8-2-1-3-9-14/h4-7,13,16-17H,1-3,8-10,15H2","BHCUWXACHAFFSK-UHFFFAOYSA-N","C14H21NO2",235.157228912,FALSE,NA
"Venlafaxine HCl-TP18","C(=O)(C(c1ccc(cc1)O)C1(CCCCC1)O)O","InChI=1S/C14H18O4/c15-11-6-4-10(5-7-11)12(13(16)17)14(18)8-2-1-3-9-14/h4-7,12,15,18H,1-3,8-9H2,(H,16,17)","OBLCDMGVXPRKKD-UHFFFAOYSA-N","C14H18O4",250.120509056,TRUE,NA
"Venlafaxine HCl-TP8","NCC(C1=CC=C(C=C1)OC)C2(CCCCC2)O","InChI=1S/C15H23NO2/c1-18-13-7-5-12(6-8-13)14(11-16)15(17)9-3-2-4-10-15/h5-8,14,17H,2-4,9-11,16H2,1H3","SUQHIQRIIBKNOR-UHFFFAOYSA-N","C15H23NO2",249.172878976,FALSE,NA
"Venlafaxine HCl-TP10","C(=O)(C(c1ccc(cc1)OC)C1(CCCCC1)O)O","InChI=1S/C15H20O4/c1-19-12-7-5-11(6-8-12)13(14(16)17)15(18)9-3-2-4-10-15/h5-8,13,18H,2-4,9-10H2,1H3,(H,16,17)","FNZJKUBNHBBOEU-UHFFFAOYSA-N","C15H20O4",264.13615912,TRUE,NA
"Venlafaxine HCl-TP19","C(=O)(C(c1ccc(cc1)OC)C1(C(CCCC1)O)O)O","InChI=1S/C15H20O5/c1-20-11-7-5-10(6-8-11)13(14(17)18)15(19)9-3-2-4-12(15)16/h5-8,12-13,16,19H,2-4,9H2,1H3,(H,17,18)","BQWMNYLZRHJYQR-UHFFFAOYSA-N","C15H20O5",280.13107374,TRUE,NA
"Venlafaxine HCl-TP20","C(=O)(C(c1ccc(cc1)OC)C1(CC(CCC1)O)O)O","InChI=1S/C15H20O5/c1-20-12-6-4-10(5-7-12)13(14(17)18)15(19)8-2-3-11(16)9-15/h4-7,11,13,16,19H,2-3,8-9H2,1H3,(H,17,18)","AZRHUIRUBSIKCF-UHFFFAOYSA-N","C15H20O5",280.13107374,TRUE,NA
"Venlafaxine HCl-TP21","C(=O)(C(c1ccc(cc1)OC)C1(CCC(CC1)O)O)O","InChI=1S/C15H20O5/c1-20-12-4-2-10(3-5-12)13(14(17)18)15(19)8-6-11(16)7-9-15/h2-5,11,13,16,19H,6-9H2,1H3,(H,17,18)","YWGPOIRLGIVHDP-UHFFFAOYSA-N","C15H20O5",280.13107374,TRUE,NA
"Venlafaxine-d6-TP1","[2H]C([2H])([2H])N(CC(C1=CC=C(C=C1)O)C2(CCCCC2)O)C([2H])([2H])[2H]","InChI=1S/C16H25NO2/c1-17(2)12-15(13-6-8-14(18)9-7-13)16(19)10-4-3-5-11-16/h6-9,15,18-19H,3-5,10-12H2,1-2H3/i1D3,2D3","KYYIDSXMWOZKMP-WFGJKAKNSA-N","C16H25NO2",263.18852904,FALSE,NA
"Venlafaxine-d6-TP2","N(CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O)C([2H])([2H])[2H]","InChI=1S/C16H25NO2/c1-17-12-15(16(18)10-4-3-5-11-16)13-6-8-14(19-2)9-7-13/h6-9,15,17-18H,3-5,10-12H2,1-2H3/i1D3","MKAFOJAJJMUXLW-FIBGUPNXSA-N","C16H25NO2",263.18852904,FALSE,NA
"Venlafaxine-d6-TP3","[2H]C([2H])([2H])NC([2H])([2H])[2H]","InChI=1S/C2H7N/c1-3-2/h3H,1-2H3/i1D3,2D3","ROSDSFDQCJNGOL-WFGJKAKNSA-N","C2H7N",45.057849224,FALSE,NA
"Venlafaxine-d6-TP4","C(C(C1=CC=C(C=C1)OC)C2(CCCCC2)O)=O","InChI=1S/C15H20O3/c1-18-13-7-5-12(6-8-13)14(11-16)15(17)9-3-2-4-10-15/h5-8,11,14,17H,2-4,9-10H2,1H3","GWUHRVOHFDNAQX-UHFFFAOYSA-N","C15H20O3",248.1412445,FALSE,NA
"Venlafaxine-d6-TP5","[2H]C([2H])([2H])N(CC(C1=CC(=C(C=C1)O)O)C2(CCCCC2)O)C([2H])([2H])[2H]","InChI=1S/C16H25NO3/c1-17(2)11-13(16(20)8-4-3-5-9-16)12-6-7-14(18)15(19)10-12/h6-7,10,13,18-20H,3-5,8-9,11H2,1-2H3/i1D3,2D3","YEFVKRBTEMHJDG-WFGJKAKNSA-N","C16H25NO3",279.18344366,FALSE,NA
"Venlafaxine-d6-TP6","N(CC(C1=CC=C(C=C1)O)C2(CCCCC2)O)C([2H])([2H])[2H]","InChI=1S/C15H23NO2/c1-16-11-14(12-5-7-13(17)8-6-12)15(18)9-3-2-4-10-15/h5-8,14,16-18H,2-4,9-11H2,1H3/i1D3","MMSWXJSQCAEDLK-FIBGUPNXSA-N","C15H23NO2",249.172878976,FALSE,NA
"Venlafaxine-d6-TP7","C(C(C1=CC=C(C=C1)O)C2(CCCCC2)O)=O","InChI=1S/C14H18O3/c15-10-13(11-4-6-12(16)7-5-11)14(17)8-2-1-3-9-14/h4-7,10,13,16-17H,1-3,8-9H2","VQEJEHYUPFWBTJ-UHFFFAOYSA-N","C14H18O3",234.125594436,FALSE,NA
"Venlafaxine-d6-TP11","[2H]C([2H])([2H])N(CC(C(=CC=C(C(=O)O)O)C=O)C1(CCCCC1)O)C([2H])([2H])[2H]","InChI=1S/C16H25NO5/c1-17(2)10-13(16(22)8-4-3-5-9-16)12(11-18)6-7-14(19)15(20)21/h6-7,11,13,19,22H,3-5,8-10H2,1-2H3,(H,20,21)/i1D3,2D3","CXJCJCMQZPVOKS-WFGJKAKNSA-N","C16H19[2]H6NO5",317.210933376,TRUE,NA
"Venlafaxine-d6-TP12","N(CC(C1=CC(=C(C=C1)O)O)C2(CCCCC2)O)C([2H])([2H])[2H]","InChI=1S/C15H23NO3/c1-16-10-12(15(19)7-3-2-4-8-15)11-5-6-13(17)14(18)9-11/h5-6,9,12,16-19H,2-4,7-8,10H2,1H3/i1D3","KLXZOBQSMAAGGI-FIBGUPNXSA-N","C15H23NO3",265.167793596,FALSE,NA
"Venlafaxine-d6-TP13","C(C(C1=CC(=C(C=C1)O)O)C2(CCCCC2)O)=O","InChI=1S/C14H18O4/c15-9-11(14(18)6-2-1-3-7-14)10-4-5-12(16)13(17)8-10/h4-5,8-9,11,16-18H,1-3,6-7H2","RCSBDZMSFIQSHV-UHFFFAOYSA-N","C14H18O4",250.120509056,FALSE,NA
"Venlafaxine-d6-TP14","[2H]C([2H])([2H])N(CC(C=CCC(=[OH])C(=O)[OH2])C1(CCCCC1)O)C([2H])([2H])[2H]","InChI=1S/C15H26NO4/c1-16(2)11-12(7-6-8-13(17)14(18)19)15(20)9-4-3-5-10-15/h6-7,12,17-18,20H,3-5,8-11H2,1-2H3/q-1/b7-6+/i1D3,2D3","USCMYSGKSLCEQG-YEQHJJEESA-N","C15H21[2]H6NO4",291.23166882,TRUE,NA
"Venlafaxine-d6-TP16","[2H]C([2H])([2H])N(CC(C(=CC(O)=O)C=CC(O)=O)C1(CCCCC1)O)C([2H])([2H])[2H]","InChI=1S/C16H25NO5/c1-17(2)11-13(16(22)8-4-3-5-9-16)12(10-15(20)21)6-7-14(18)19/h6-7,10,13,22H,3-5,8-9,11H2,1-2H3,(H,18,19)(H,20,21)/b7-6+,12-10?/i1D3,2D3","ZUUXSXPLKMFMTO-NSBLBPDOSA-N","C16H25NO5",311.1732729,FALSE,NA
"Venlafaxine-d6-TP17","NCC(C1=CC=C(C=C1)O)C2(CCCCC2)O","InChI=1S/C14H21NO2/c15-10-13(11-4-6-12(16)7-5-11)14(17)8-2-1-3-9-14/h4-7,13,16-17H,1-3,8-10,15H2","BHCUWXACHAFFSK-UHFFFAOYSA-N","C14H21NO2",235.157228912,FALSE,NA
"Venlafaxine-d6-TP18","C(=O)(C(c1ccc(cc1)O)C1(CCCCC1)O)O","InChI=1S/C14H18O4/c15-11-6-4-10(5-7-11)12(13(16)17)14(18)8-2-1-3-9-14/h4-7,12,15,18H,1-3,8-9H2,(H,16,17)","OBLCDMGVXPRKKD-UHFFFAOYSA-N","C14H18O4",250.120509056,TRUE,NA
"Venlafaxine-d6-TP9","NCC(C1=CC=C(C=C1)OC)C2(CCCCC2)O","InChI=1S/C15H23NO2/c1-18-13-7-5-12(6-8-13)14(11-16)15(17)9-3-2-4-10-15/h5-8,14,17H,2-4,9-11,16H2,1H3","SUQHIQRIIBKNOR-UHFFFAOYSA-N","C15H23NO2",249.172878976,FALSE,NA
"Venlafaxine-d6-TP10","C(=O)(C(c1ccc(cc1)OC)C1(CCCCC1)O)O","InChI=1S/C15H20O4/c1-19-12-7-5-11(6-8-12)13(14(16)17)15(18)9-3-2-4-10-15/h5-8,13,18H,2-4,9-10H2,1H3,(H,16,17)","FNZJKUBNHBBOEU-UHFFFAOYSA-N","C15H20O4",264.13615912,TRUE,NA
"Venlafaxine-d6-TP19","C(=O)(C(c1ccc(cc1)OC)C1(C(CCCC1)O)O)O","InChI=1S/C15H20O5/c1-20-11-7-5-10(6-8-11)13(14(17)18)15(19)9-3-2-4-12(15)16/h5-8,12-13,16,19H,2-4,9H2,1H3,(H,17,18)","BQWMNYLZRHJYQR-UHFFFAOYSA-N","C15H20O5",280.13107374,TRUE,NA
"Venlafaxine-d6-TP20","C(=O)(C(c1ccc(cc1)OC)C1(CC(CCC1)O)O)O","InChI=1S/C15H20O5/c1-20-12-6-4-10(5-7-12)13(14(17)18)15(19)8-2-3-11(16)9-15/h4-7,11,13,16,19H,2-3,8-9H2,1H3,(H,17,18)","AZRHUIRUBSIKCF-UHFFFAOYSA-N","C15H20O5",280.13107374,TRUE,NA
"Venlafaxine-d6-TP21","C(=O)(C(c1ccc(cc1)OC)C1(CCC(CC1)O)O)O","InChI=1S/C15H20O5/c1-20-12-4-2-10(3-5-12)13(14(17)18)15(19)8-6-11(16)7-9-15/h2-5,11,13,16,19H,6-9H2,1H3,(H,17,18)","YWGPOIRLGIVHDP-UHFFFAOYSA-N","C15H20O5",280.13107374,TRUE,NA
"2,4-Dichlorophenoxyacetic acid-TP1","C1=CC(=C(C=C1Cl)Cl)O","InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H","HFZWRUODUSTPEG-UHFFFAOYSA-N","C6H4Cl2O",161.963920108,FALSE,NA
"2,4-Dichlorophenoxyacetic acid-TP2","O=CC(=O)O","InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)","HHLFWLYXYJOTON-UHFFFAOYSA-N","C2H2O3",74.000393924,FALSE,NA
"2,4-Dichlorophenoxyacetic acid-TP3","C1=CC(=C(C=C1)Cl)OCC(=O)O","InChI=1S/C8H7ClO3/c9-6-3-1-2-4-7(6)12-5-8(10)11/h1-4H,5H2,(H,10,11)","OPQYFNRLWBWCST-UHFFFAOYSA-N","C8H7ClO3",186.008371764,FALSE,NA
"2,4-Dichlorophenoxyacetic acid-TP4","C1=CC(=CC=C1Cl)OCC(=O)O","InChI=1S/C8H7ClO3/c9-6-1-3-7(4-2-6)12-5-8(10)11/h1-4H,5H2,(H,10,11)","SODPIMGUZLOIPE-UHFFFAOYSA-N","C8H7ClO3",186.008371764,FALSE,NA
"2,4-Dichlorophenoxyacetic acid-TP5","C1=C(C(=C(C=C1Cl)Cl)O)O","InChI=1S/C6H4Cl2O2/c7-3-1-4(8)6(10)5(9)2-3/h1-2,9-10H","XSXYVLIPQMXCBV-UHFFFAOYSA-N","C6H4Cl2O2",177.958834728,FALSE,NA
"2,4-Dichlorophenoxyacetic acid-TP10","C(=O)C(=CC(=C(C(=O)O)O)Cl)Cl","InChI=1S/C6H4Cl2O4/c7-3(2-9)1-4(8)5(10)6(11)12/h1-2,10H,(H,11,12)","OLDZVLRVJFSPNW-UHFFFAOYSA-N","C6H4Cl2O4",209.948663968,TRUE,NA
"2,4-Dichlorophenoxyacetic acid-TP11","C1=C(C(=C(C=C1)Cl)O)O","InChI=1S/C6H5ClO2/c7-4-2-1-3-5(8)6(4)9/h1-3,8-9H","GQKDZDYQXPOXEM-UHFFFAOYSA-N","C6H5ClO2",143.99780708,FALSE,NA
"2,4-Dichlorophenoxyacetic acid-TP12","C1=C(C(=CC=C1Cl)O)O","InChI=1S/C6H5ClO2/c7-4-1-2-5(8)6(9)3-4/h1-3,8-9H","WWOBYPKUYODHDG-UHFFFAOYSA-N","C6H5ClO2",143.99780708,FALSE,NA
"2,4-Dichlorophenoxyacetic acid-TP14","C(=O)(C(=[OH])C(C=CCl)Cl)[OH2]","InChI=1S/C5H5Cl2O3/c6-2-1-3(7)4(8)5(9)10/h1-3,8-9H/q-1","OGNBXYGHECAXFQ-UHFFFAOYSA-N","C5H6Cl2O3",183.969399412,TRUE,NA
"2,4-Dichlorophenoxyacetic acid-TP15","C(C(O)=O)=C(C=C(C(O)=O)Cl)Cl","InChI=1S/C6H4Cl2O4/c7-3(2-5(9)10)1-4(8)6(11)12/h1-2H,(H,9,10)(H,11,12)","FHXOPKKNGKBBKG-UHFFFAOYSA-N","C6H4Cl2O4",209.948663968,FALSE,NA
"2,4-Dichlorophenoxyacetic acid-TP17","C1=CC(=C(C=C1O)Cl)O","InChI=1S/C6H5ClO2/c7-5-3-4(8)1-2-6(5)9/h1-3,8-9H","AJPXTSMULZANCB-UHFFFAOYSA-N","C6H5ClO2",143.99780708,FALSE,NA
"2,4-Dichlorophenoxyacetic acid-TP9","C1=CC(=CC=C1)OCC(=O)O","InChI=1S/C8H8O3/c9-8(10)6-11-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)","LCPDWSOZIOUXRV-UHFFFAOYSA-N","C8H8O3",152.047344116,FALSE,NA
"Bentazone-TP1","CC(C)N(C(=O)c1ccccc1N)S(=O)(=O)O","InChI=1S/C10H14N2O4S/c1-7(2)12(17(14,15)16)10(13)8-5-3-4-6-9(8)11/h3-7H,11H2,1-2H3,(H,14,15,16)","FGOTZNZPNNJOMR-UHFFFAOYSA-N","C10H14N2O4S",258.067427928,TRUE,NA
"Bentazone-TP2","CC(C)O","InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3","KFZMGEQAYNKOFK-UHFFFAOYSA-N","C3H8O",60.057514876,FALSE,NA
"Bentazone-TP3","N1C(=O)C2=CC=CC=C2NS1(=O)=O","InChI=1S/C7H6N2O3S/c10-7-5-3-1-2-4-6(5)8-13(11,12)9-7/h1-4,8H,(H,9,10)","MQZXGMYANOJYIY-UHFFFAOYSA-N","C7H6N2O3S",198.009913052,FALSE,NA
"Bentazone-TP4","CC(C)NC(=O)C1=CC=CC=C1N","InChI=1S/C10H14N2O/c1-7(2)12-10(13)8-5-3-4-6-9(8)11/h3-7H,11H2,1-2H3,(H,12,13)","FWQYJOPJMIEKHZ-UHFFFAOYSA-N","C10H14N2O",178.110613068,FALSE,NA
"Bentazone-TP5","N(C(=O)c1ccccc1N)S(=O)(=O)O","InChI=1S/C7H8N2O4S/c8-6-4-2-1-3-5(6)7(10)9-14(11,12)13/h1-4H,8H2,(H,9,10)(H,11,12,13)","BBBUVFGTUANEMO-UHFFFAOYSA-N","C7H8N2O4S",216.020477736,TRUE,NA
"Bentazone-TP13","N(C(=O)c1c(c(ccc1N)O)O)S(=O)(=O)O","InChI=1S/C7H8N2O6S/c8-3-1-2-4(10)6(11)5(3)7(12)9-16(13,14)15/h1-2,10-11H,8H2,(H,9,12)(H,13,14,15)","VIHPZOXRVSTGBI-UHFFFAOYSA-N","C7H8N2O6S",248.010306976,TRUE,NA
"Bentazone-TP14","N(C(=O)c1cc(c(cc1N)O)O)S(=O)(=O)O","InChI=1S/C7H8N2O6S/c8-4-2-6(11)5(10)1-3(4)7(12)9-16(13,14)15/h1-2,10-11H,8H2,(H,9,12)(H,13,14,15)","DFUFZWNPCLNONP-UHFFFAOYSA-N","C7H8N2O6S",248.010306976,TRUE,NA
"Bentazone-TP15","N(C(=O)c1ccc(c(c1N)O)O)S(=O)(=O)O","InChI=1S/C7H8N2O6S/c8-5-3(1-2-4(10)6(5)11)7(12)9-16(13,14)15/h1-2,10-11H,8H2,(H,9,12)(H,13,14,15)","CGXGFZQANAFAHK-UHFFFAOYSA-N","C7H8N2O6S",248.010306976,TRUE,NA
"Bentazone-TP7","N1C(=O)C2=C(C(=CC=C2NS1(=O)=O)O)O","InChI=1S/C7H6N2O5S/c10-4-2-1-3-5(6(4)11)7(12)9-15(13,14)8-3/h1-2,8,10-11H,(H,9,12)","GEIZDUFAJIPGBU-UHFFFAOYSA-N","C7H6N2O5S",229.999742292,FALSE,NA
"Bentazone-TP8","N1C(=O)C2=CC(=C(C=C2NS1(=O)=O)O)O","InChI=1S/C7H6N2O5S/c10-5-1-3-4(2-6(5)11)8-15(13,14)9-7(3)12/h1-2,8,10-11H,(H,9,12)","DPJYEVHISDFNJA-UHFFFAOYSA-N","C7H6N2O5S",229.999742292,FALSE,NA
"Bentazone-TP9","N1C(=O)C2=CC=C(C(=C2NS1(=O)=O)O)O","InChI=1S/C7H6N2O5S/c10-4-2-1-3-5(6(4)11)8-15(13,14)9-7(3)12/h1-2,8,10-11H,(H,9,12)","OZXYJJKUWKUXIX-UHFFFAOYSA-N","C7H6N2O5S",229.999742292,FALSE,NA
"Bentazone-TP17","N1C(=O)C2=C(C(=C(C=C2NS1(=O)=O)O)O)O","InChI=1S/C7H6N2O6S/c10-3-1-2-4(6(12)5(3)11)7(13)9-16(14,15)8-2/h1,8,10-12H,(H,9,13)","NNCNXRJSPXPOMQ-UHFFFAOYSA-N","C7H6N2O6S",245.994656912,FALSE,NA
"Bentazone-TP18","N1C(=O)C(C(O)=O)=C(C=CC(O)=O)NS1(=O)=O","InChI=1S/C7H6N2O7S/c10-4(11)2-1-3-5(7(13)14)6(12)9-17(15,16)8-3/h1-2,8H,(H,9,12)(H,10,11)(H,13,14)/b2-1+","ORBDWNILYPOEAQ-OWOJBTEDSA-N","C7H6N2O7S",261.989571532,FALSE,NA
"Bentazone-TP19","N1C(=O)C2=CC(=C(C(=C2NS1(=O)=O)O)O)O","InChI=1S/C7H6N2O6S/c10-3-1-2-4(6(12)5(3)11)8-16(14,15)9-7(2)13/h1,8,10-12H,(H,9,13)","YKXJDENXFRQUOW-UHFFFAOYSA-N","C7H6N2O6S",245.994656912,FALSE,NA
"Bentazone-TP20","N1C(=O)C(=CC(O)=O)C(=CC(O)=O)NS1(=O)=O","InChI=1S/C7H6N2O7S/c10-5(11)1-3-4(2-6(12)13)8-17(15,16)9-7(3)14/h1-2,8H,(H,9,14)(H,10,11)(H,12,13)/b3-1?,4-2-","CYUZJLXRICHHPP-DILUPYKZSA-N","C7H6N2O7S",261.989571532,FALSE,NA
"Bentazone-TP21","N1C(=O)C(C=CC(O)=O)=C(C(O)=O)NS1(=O)=O","InChI=1S/C7H6N2O7S/c10-4(11)2-1-3-5(7(13)14)8-17(15,16)9-6(3)12/h1-2,8H,(H,9,12)(H,10,11)(H,13,14)","NZVNWDJUNISJTL-UHFFFAOYSA-N","C7H6N2O7S",261.989571532,FALSE,NA
"Bezafibrate-1-TP1","CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=CC=C2","InChI=1S/C19H21NO4/c1-19(2,18(22)23)24-16-10-8-14(9-11-16)12-13-20-17(21)15-6-4-3-5-7-15/h3-11H,12-13H2,1-2H3,(H,20,21)(H,22,23)","PJBSDQNRVFCPOC-UHFFFAOYSA-N","C19H21NO4",327.147058152,FALSE,NA
"Bezafibrate-1-TP2","CC(C)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl","InChI=1S/C18H20ClNO2/c1-13(2)22-17-9-3-14(4-10-17)11-12-20-18(21)15-5-7-16(19)8-6-15/h3-10,13H,11-12H2,1-2H3,(H,20,21)","PLNMITWQWWGXGE-UHFFFAOYSA-N","C18H20ClNO2",317.11825656,FALSE,NA
"Bezafibrate-1-TP3","CC(C)(C(=O)O)OC1=CC=C(C=C1)CCN","InChI=1S/C12H17NO3/c1-12(2,11(14)15)16-10-5-3-9(4-6-10)7-8-13/h3-6H,7-8,13H2,1-2H3,(H,14,15)","RYEJORVMPOOLGZ-UHFFFAOYSA-N","C12H17NO3",223.120843404,FALSE,NA
"Bezafibrate-1-TP4","C(=O)(C1=CC=C(C=C1)Cl)O","InChI=1S/C7H5ClO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10)","XRHGYUZYPHTUJZ-UHFFFAOYSA-N","C7H5ClO2",155.99780708,FALSE,NA
"Bezafibrate-1-TP5","CC(C)(C(=O)O)OC1=CC=C(C=C1)CCO","InChI=1S/C12H16O4/c1-12(2,11(14)15)16-10-5-3-9(4-6-10)7-8-13/h3-6,13H,7-8H2,1-2H3,(H,14,15)","FXJUEABMXGETGQ-UHFFFAOYSA-N","C12H16O4",224.104858992,FALSE,NA
"Bezafibrate-1-TP6","NC(=O)C1=CC=C(C=C1)Cl","InChI=1S/C7H6ClNO/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H2,9,10)","BLNVISNJTIRAHF-UHFFFAOYSA-N","C7H6ClNO",155.013791492,FALSE,NA
"Bezafibrate-1-TP7","CC(C)OC1=CC=C(C=C1)CCNC(=O)C2=CC=CC=C2","InChI=1S/C18H21NO2/c1-14(2)21-17-10-8-15(9-11-17)12-13-19-18(20)16-6-4-3-5-7-16/h3-11,14H,12-13H2,1-2H3,(H,19,20)","PYNHGEIWLSNKOD-UHFFFAOYSA-N","C18H21NO2",283.157228912,FALSE,NA
"Bezafibrate-1-TP21","C1(=CC=C(C=C1)CCNC(=O)C2=CC=CC=C2)O","InChI=1S/C15H15NO2/c17-14-8-6-12(7-9-14)10-11-16-15(18)13-4-2-1-3-5-13/h1-9,17H,10-11H2,(H,16,18)","MUCNBPCTSRYLCB-UHFFFAOYSA-N","C15H15NO2",241.11027872,FALSE,NA
"Bezafibrate-1-TP14","CC(C)(C(=O)O)OC1=C(C(=C(C=C1)CCN)O)O","InChI=1S/C12H17NO5/c1-12(2,11(16)17)18-8-4-3-7(5-6-13)9(14)10(8)15/h3-4,14-15H,5-6,13H2,1-2H3,(H,16,17)","GFTBSETWFCOABV-UHFFFAOYSA-N","C12H17NO5",255.110672644,FALSE,NA
"Bezafibrate-1-TP15","CC(C)(C(=O)O)OC1=CC=C(C=C1)CC=O","InChI=1S/C12H14O4/c1-12(2,11(14)15)16-10-5-3-9(4-6-10)7-8-13/h3-6,8H,7H2,1-2H3,(H,14,15)","RTNGRCPNGRWCPJ-UHFFFAOYSA-N","C12H14O4",222.089208928,FALSE,NA
"Bezafibrate-1-TP33","CC(C)(C(=O)O)OC(=O)C=CC(=C(C(=O)O)O)CCN","InChI=1S/C12H17NO7/c1-12(2,11(18)19)20-8(14)4-3-7(5-6-13)9(15)10(16)17/h3-4,15H,5-6,13H2,1-2H3,(H,16,17)(H,18,19)/b4-3+,9-7?","FHWLNVAYQRPXCH-OCVFQMDESA-N","C12H17NO7",287.100501884,TRUE,NA
"Bezafibrate-1-TP35","CC(C)(C(=O)O)OC1=C(C(=C(C=C1)CC=O)O)O","InChI=1S/C12H14O6/c1-12(2,11(16)17)18-8-4-3-7(5-6-13)9(14)10(8)15/h3-4,6,14-15H,5H2,1-2H3,(H,16,17)","QEYQZDQDFUZJBA-UHFFFAOYSA-N","C12H14O6",254.079038168,FALSE,NA
"Bezafibrate-1-TP36","CC(C)(C(=O)O)OC(C(O)=O)=CC=C(C(O)=O)CCN","InChI=1S/C12H17NO7/c1-12(2,11(18)19)20-8(10(16)17)4-3-7(5-6-13)9(14)15/h3-4H,5-6,13H2,1-2H3,(H,14,15)(H,16,17)(H,18,19)/b7-3?,8-4+","SHDNNAYFXYDWOB-QDVFFPICSA-N","C12H17NO7",287.100501884,FALSE,NA
"Bezafibrate-1-TP37","CC(C)(C(=O)O)Oc1ccc(cc1)CC(=O)O","InChI=1S/C12H14O5/c1-12(2,11(15)16)17-9-5-3-8(4-6-9)7-10(13)14/h3-6H,7H2,1-2H3,(H,13,14)(H,15,16)","MXWFRSUWTVSMAL-UHFFFAOYSA-N","C12H14O5",238.084123548,TRUE,NA
"Bezafibrate-1-TP19","CC(C)(C(=O)O)OC1=C(C(=C(C=C1)CCO)O)O","InChI=1S/C12H16O6/c1-12(2,11(16)17)18-8-4-3-7(5-6-13)9(14)10(8)15/h3-4,13-15H,5-6H2,1-2H3,(H,16,17)","UZAMRPZXQWKMRP-UHFFFAOYSA-N","C12H16O6",256.094688232,FALSE,NA
"Bezafibrate-1-TP52","CC(C)(C(=O)O)OC(=O)C=CC(=C(C(=O)O)O)CCO","InChI=1S/C12H16O8/c1-12(2,11(18)19)20-8(14)4-3-7(5-6-13)9(15)10(16)17/h3-4,13,15H,5-6H2,1-2H3,(H,16,17)(H,18,19)/b4-3+,9-7?","ZWBVTIKSOJDCNO-OCVFQMDESA-N","C12H16O8",288.084517472,TRUE,NA
"Bezafibrate-1-TP54","CC(C)(C(=O)O)OC(C(O)=O)=CC=C(C(O)=O)CCO","InChI=1S/C12H16O8/c1-12(2,11(18)19)20-8(10(16)17)4-3-7(5-6-13)9(14)15/h3-4,13H,5-6H2,1-2H3,(H,14,15)(H,16,17)(H,18,19)/b7-3?,8-4+","SMWWPNYHFJMCLK-QDVFFPICSA-N","C12H16O8",288.084517472,FALSE,NA
"Bezafibrate-1-TP11","C1(=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl)O","InChI=1S/C15H14ClNO2/c16-13-5-3-12(4-6-13)15(19)17-10-9-11-1-7-14(18)8-2-11/h1-8,18H,9-10H2,(H,17,19)","ZTLWJYCDAXUIBK-UHFFFAOYSA-N","C15H14ClNO2",275.071306368,FALSE,NA
"Bisphenol A-1-TP1","C(C)(C1=CC=C(C=C1)O)(CC2=CC=C(C=C2)O)O","InChI=1S/C15H16O3/c1-15(18,12-4-8-14(17)9-5-12)10-11-2-6-13(16)7-3-11/h2-9,16-18H,10H2,1H3","ODPHPWGPPAECAJ-UHFFFAOYSA-N","C15H16O3",244.109944372,FALSE,NA
"Bisphenol A-1-TP2","C(C)(C1=CC=C(C=C1)O)=CC2=CC=C(C=C2)O","InChI=1S/C15H14O2/c1-11(13-4-8-15(17)9-5-13)10-12-2-6-14(16)7-3-12/h2-10,16-17H,1H3","PMNXCGMIMVLCRP-UHFFFAOYSA-N","C15H14O2",226.099379688,FALSE,NA
