"name","SMILES","InChI","InChIKey","formula","neutralMass","molNeutralized","mz"
"10,11-Dihydro-10-hydroxycarbamazepine-TP1","C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)=O","InChI=1S/C15H12N2O2/c16-15(19)17-12-7-3-1-5-10(12)9-14(18)11-6-2-4-8-13(11)17/h1-8H,9H2,(H2,16,19)","CTRLABGOLIVAIY-UHFFFAOYSA-N","C15H12N2O2",252.089877624,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP2","C1C(C2=CC=CC=C2NC3=CC=CC=C31)O","InChI=1S/C14H13NO/c16-14-9-10-5-1-3-7-12(10)15-13-8-4-2-6-11(13)14/h1-8,14-16H,9H2","NPKCAMZGRRHFTJ-UHFFFAOYSA-N","C14H13NO",211.099714036,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP3","C(=O)(N)O","InChI=1S/CH3NO2/c2-1(3)4/h2H2,(H,3,4)","KXDHJXZQYSOELW-UHFFFAOYSA-N","CH3NO2",61.016378336,TRUE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP4","C(C(C1=CC=C[CH](=C1O)O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H17N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-7,12-13,18-20H,8H2,(H3,16,17,21)","CXIWGSQMTVUFAL-UHFFFAOYSA-N","C15H17N2O4",289.118832024,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP5","C1C(C2=CC=CC=C2NC3=CC=CC=C31)=O","InChI=1S/C14H11NO/c16-14-9-10-5-1-3-7-12(10)15-13-8-4-2-6-11(13)14/h1-8,15H,9H2","VSZGCLXGCOECAY-UHFFFAOYSA-N","C14H11NO",209.084063972,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP6","C1C2=CC=CC=C2N(C3=CC=CC=C3C(=O)O1)C(=O)N","InChI=1S/C15H12N2O3/c16-15(19)17-12-7-3-1-5-10(12)9-20-14(18)11-6-2-4-8-13(11)17/h1-8H,9H2,(H2,16,19)","ZWTWSSNRIRCHKR-UHFFFAOYSA-N","C15H12N2O3",268.084792244,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP7","C(C(C1=CC=C[CH](=C1O)O)=O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H15N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-7,12,18,20H,8H2,(H3,16,17,21)","RCTUGYQCUZAIIM-UHFFFAOYSA-N","C15H15N2O4",287.10318196,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP15","C1C2=CC=CC=C2NC3=CC=CC=C3C(=O)O1","InChI=1S/C14H11NO2/c16-14-11-6-2-4-8-13(11)15-12-7-3-1-5-10(12)9-17-14/h1-8,15H,9H2","XGBLPWQPLUEREU-UHFFFAOYSA-N","C14H11NO2",225.078978592,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP16","C(C(C1=CC=C[CH](=C1O)O)=O)C2=CC=CC=C2N","InChI=1S/C14H14NO3/c15-11-6-2-1-4-9(11)8-13(17)10-5-3-7-12(16)14(10)18/h1-7,12,16,18H,8,15H2","YPQGHEMYEXRGNB-UHFFFAOYSA-N","C14H14NO3",244.097368308,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP17","C(c1ccccc1N(c1ccccc1C(=O)O)C(=O)N)O","InChI=1S/C15H14N2O4/c16-15(21)17(12-7-3-1-5-10(12)9-18)13-8-4-2-6-11(13)14(19)20/h1-8,18H,9H2,(H2,16,21)(H,19,20)","DWNQALMLNSSWSB-UHFFFAOYSA-N","C15H14N2O4",286.095356928,TRUE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP18","C1(C2=CC=CC=C2N(C3=CC=CC=C3C(=O)O1)C(=O)N)O","InChI=1S/C15H12N2O4/c16-15(20)17-11-7-3-1-5-9(11)13(18)21-14(19)10-6-2-4-8-12(10)17/h1-8,13,18H,(H2,16,20)","QKJWWVMYUSVYNJ-UHFFFAOYSA-N","C15H12N2O4",284.079706864,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP19","C(C(C1=CC=C[CH2](C1(O)O)O)=O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H17N2O5/c16-14(20)17-11-6-2-1-4-9(11)8-12(18)10-5-3-7-13(19)15(10,21)22/h1-7,19,21-22H,8,13H2,(H3,16,17,20)","QMZMSVRSCKYJOE-UHFFFAOYSA-N","C15H17N2O5",305.113746644,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP20","C(C(C1C(C=C[CH](=C1O)O)O)=O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H17N2O5/c16-15(22)17-9-4-2-1-3-8(9)7-12(20)13-10(18)5-6-11(19)14(13)21/h1-6,10-11,13,18-19,21H,7H2,(H3,16,17,22)","JYYHYSVWORIFKN-UHFFFAOYSA-N","C15H17N2O5",305.113746644,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP21","C(C(C1=CC=C[CH](C1O)=O)=O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H15N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-7,12,14,20H,8H2,(H3,16,17,21)","RYTPRJVGTFHFRH-UHFFFAOYSA-N","C15H15N2O4",287.10318196,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP22","C(C(C1=CC=C[CH2](C1=O)O)=O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H15N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-7,18H,8,12H2,(H3,16,17,21)","JIFJIJRSTLDDCU-UHFFFAOYSA-N","C15H15N2O4",287.10318196,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP23","C(C(C1CC=C[CH](=C1O)O)=O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H17N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-4,6-7,10,12,18,20H,5,8H2,(H3,16,17,21)","NAXQIDZMBYWQJT-UHFFFAOYSA-N","C15H17N2O4",289.118832024,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP24","C(C(C1=CCC[CH](=C1O)O)=O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H17N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-2,4-6,12,18,20H,3,7-8H2,(H3,16,17,21)","KXVMZBGTIRNGHP-UHFFFAOYSA-N","C15H17N2O4",289.118832024,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP25","C(C(C=1CC=C[CH](C1O)=O)=O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H15N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-4,6-7,12,20H,5,8H2,(H3,16,17,21)","COLXKMHHUHCGQN-UHFFFAOYSA-N","C15H15N2O4",287.10318196,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP26","C(C(C1=CCC=[CH](C1=O)O)=O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H15N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-2,4-7,12,18H,3,8H2,(H3,16,17,21)","BWMXMQMXCJDZGQ-UHFFFAOYSA-N","C15H15N2O4",287.10318196,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP8","C(C(C1=CC=C[CH](=C1O)O)O)C2=CC=CC=C2N","InChI=1S/C14H16NO3/c15-11-6-2-1-4-9(11)8-13(17)10-5-3-7-12(16)14(10)18/h1-7,12-13,16-18H,8,15H2","CCHYJLLZJGLIBH-UHFFFAOYSA-N","C14H16NO3",246.113018372,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP27","C(C(C1=CC=C[CH](=C1O)O)O)C2=C(C(=CC=C2N)O)O","InChI=1S/C14H16NO5/c15-9-4-5-11(17)14(20)8(9)6-12(18)7-2-1-3-10(16)13(7)19/h1-5,10,12,16-20H,6,15H2","WLMUKEOEADIPEI-UHFFFAOYSA-N","C14H16NO5",278.102847612,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP28","C(C(C1=CC=C[CH](=C1O)O)O)C2=CC(=C(C=C2N)O)O","InChI=1S/C14H16NO5/c15-9-6-13(19)12(18)5-7(9)4-11(17)8-2-1-3-10(16)14(8)20/h1-3,5-6,10-11,16-20H,4,15H2","ZPVKNRGROPWXEV-UHFFFAOYSA-N","C14H16NO5",278.102847612,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP29","C(C(C1=CC=C[CH](=C1O)O)O)C2=CC=C(C(=C2N)O)O","InChI=1S/C14H16NO5/c15-12-7(4-5-10(17)14(12)20)6-11(18)8-2-1-3-9(16)13(8)19/h1-5,9,11,16-20H,6,15H2","LZPBJPQSKPIENK-UHFFFAOYSA-N","C14H16NO5",278.102847612,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP30","C(C(C1=CC=C[CH](C1O)=O)O)C2=CC=CC=C2N","InChI=1S/C14H16NO3/c15-11-6-2-1-4-9(11)8-13(17)10-5-3-7-12(16)14(10)18/h1-7,12-14,17-18H,8,15H2","ZLYWWJDCDCOVSA-UHFFFAOYSA-N","C14H16NO3",246.113018372,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP31","C(C(C1=CC=C[CH2](C1=O)O)O)C2=CC=CC=C2N","InChI=1S/C14H16NO3/c15-11-6-2-1-4-9(11)8-13(17)10-5-3-7-12(16)14(10)18/h1-7,13,16-17H,8,12,15H2","FQMXOACVEDQNQQ-UHFFFAOYSA-N","C14H16NO3",246.113018372,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP32","C(C(C1CC=C[CH](=C1O)O)O)C2=CC=CC=C2N","InChI=1S/C14H18NO3/c15-11-6-2-1-4-9(11)8-13(17)10-5-3-7-12(16)14(10)18/h1-4,6-7,10,12-13,16-18H,5,8,15H2","DVKQTYVWKVDDNW-UHFFFAOYSA-N","C14H18NO3",248.128668436,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP33","C(C(C1=CCC[CH](=C1O)O)O)C2=CC=CC=C2N","InChI=1S/C14H18NO3/c15-11-6-2-1-4-9(11)8-13(17)10-5-3-7-12(16)14(10)18/h1-2,4-6,12-13,16-18H,3,7-8,15H2","FUARULCHSRHJNZ-UHFFFAOYSA-N","C14H18NO3",248.128668436,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP34","C(C(C=1CC=C[CH](C1O)=O)O)C2=CC=CC=C2N","InChI=1S/C14H16NO3/c15-11-6-2-1-4-9(11)8-13(17)10-5-3-7-12(16)14(10)18/h1-4,6-7,12-13,17-18H,5,8,15H2","UTWLRUVIZBRLSO-UHFFFAOYSA-N","C14H16NO3",246.113018372,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP35","C(C(C1=CCC=[CH](C1=O)O)O)C2=CC=CC=C2N","InChI=1S/C14H16NO3/c15-11-6-2-1-4-9(11)8-13(17)10-5-3-7-12(16)14(10)18/h1-2,4-7,12-13,16-17H,3,8,15H2","IYKAPFFYXDDQMM-UHFFFAOYSA-N","C14H16NO3",246.113018372,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP9","C(C(C1=CC=C[CH](C1O)=O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H17N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-7,12-14,19-20H,8H2,(H3,16,17,21)","DADDACGZTPFRME-UHFFFAOYSA-N","C15H17N2O4",289.118832024,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP10","C(C(C1=CC=C[CH2](C1=O)O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H17N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-7,13,18-19H,8,12H2,(H3,16,17,21)","ISIGPGNMKMFRIF-UHFFFAOYSA-N","C15H17N2O4",289.118832024,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP11","C(C(C1CC=C[CH](=C1O)O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H19N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-4,6-7,10,12-13,18-20H,5,8H2,(H3,16,17,21)","GPCNPDYIGWCPJM-UHFFFAOYSA-N","C15H19N2O4",291.134482088,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP12","C(C(C1=CCC[CH](=C1O)O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H19N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-2,4-6,12-13,18-20H,3,7-8H2,(H3,16,17,21)","MKHOOLRBOSSWIZ-UHFFFAOYSA-N","C15H19N2O4",291.134482088,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP13","C(C(C=1CC=C[CH](C1O)=O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H17N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-4,6-7,12-13,19-20H,5,8H2,(H3,16,17,21)","YQSBBDFYUNHMPF-UHFFFAOYSA-N","C15H17N2O4",289.118832024,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP14","C(C(C1=CCC=[CH](C1=O)O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H17N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-2,4-7,12-13,18-19H,3,8H2,(H3,16,17,21)","IKZKLTSRKALZAP-UHFFFAOYSA-N","C15H17N2O4",289.118832024,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP36","C(C(C1=CC=C[CH](C1=O)=O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H15N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-7,12-13,19H,8H2,(H3,16,17,21)","NALPOJIFXNBCGW-UHFFFAOYSA-N","C15H15N2O4",287.10318196,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP37","C(C(C1CC=C[CH](C1O)=O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H19N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-4,6-7,10,12-14,19-20H,5,8H2,(H3,16,17,21)","PBDJTTDZNTVHIE-UHFFFAOYSA-N","C15H19N2O4",291.134482088,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP38","C(C(C1=CCC[CH](C1O)=O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H19N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-2,4-6,12-14,19-20H,3,7-8H2,(H3,16,17,21)","SQPZNJOAVTUGPD-UHFFFAOYSA-N","C15H19N2O4",291.134482088,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP39","C(C(C1=CC=C[CH2](C(=O)O1)O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H17N2O5/c16-15(21)17-10-5-2-1-4-9(10)8-12(19)13-7-3-6-11(18)14(20)22-13/h1-7,12,18-19H,8,11H2,(H3,16,17,21)","QIDOVIVEACEPQN-UHFFFAOYSA-N","C15H17N2O5",305.113746644,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP40","C(C(C1CC=C[CH2](C1=O)O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H19N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-4,6-7,10,13,18-19H,5,8,12H2,(H3,16,17,21)","PXOGYFUNDDORII-UHFFFAOYSA-N","C15H19N2O4",291.134482088,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP41","C(C(C1=CCC[CH2](C1=O)O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H19N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-2,4-6,13,18-19H,3,7-8,12H2,(H3,16,17,21)","GVHHFVKJPFSSKL-UHFFFAOYSA-N","C15H19N2O4",291.134482088,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP42","C(C(C1CCC[CH](=C1O)O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H21N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-2,4,6,10,12-13,18-20H,3,5,7-8H2,(H3,16,17,21)","VAOASSCVWPGBQZ-UHFFFAOYSA-N","C15H21N2O4",293.150132152,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP43","C(C(C1CCC=[CH](C1=O)O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H19N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-2,4,6-7,10,12-13,18-19H,3,5,8H2,(H3,16,17,21)","WZMPQJUEZIPRCD-UHFFFAOYSA-N","C15H19N2O4",291.134482088,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP44","C(C(C=1CCC[CH](C1O)=O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H19N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-2,4,6,12-13,19-20H,3,5,7-8H2,(H3,16,17,21)","PRIZXWOEWZEGCR-UHFFFAOYSA-N","C15H19N2O4",291.134482088,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP45","C(C(C1CC=C[CH](C1=O)=O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H17N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-4,6-7,10,12-13,19H,5,8H2,(H3,16,17,21)","XROCLUTWHNLTDI-UHFFFAOYSA-N","C15H17N2O4",289.118832024,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP46","C(C(C1=CCC[CH](C1=O)=O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H17N2O4/c16-15(21)17-11-6-2-1-4-9(11)8-13(19)10-5-3-7-12(18)14(10)20/h1-2,4-6,12-13,19H,3,7-8H2,(H3,16,17,21)","XSMYQZVZKVIPPT-UHFFFAOYSA-N","C15H17N2O4",289.118832024,FALSE,NA
"10,11-Dihydro-10-hydroxycarbamazepine-TP47","C(C(C1=CCC=[CH](C(=O)O1)O)O)C2=CC=CC=C2NC(=O)N","InChI=1S/C15H17N2O5/c16-15(21)17-10-5-2-1-4-9(10)8-12(19)13-7-3-6-11(18)14(20)22-13/h1-2,4-7,11-12,18-19H,3,8H2,(H3,16,17,21)","QSDJPXKCBAPEPY-UHFFFAOYSA-N","C15H17N2O5",305.113746644,FALSE,NA
"1-Phenylurea-TP1","C1=CC=C(C=C1)N","InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2","PAYRUJLWNCNPSJ-UHFFFAOYSA-N","C6H7N",93.057849224,FALSE,NA
"1-Phenylurea-TP2","C(=O)(N)O","InChI=1S/CH3NO2/c2-1(3)4/h2H2,(H,3,4)","KXDHJXZQYSOELW-UHFFFAOYSA-N","CH3NO2",61.016378336,TRUE,NA
"1-Phenylurea-TP3","C1(=C(C=C(C=C1)N)O)O","InChI=1S/C6H7NO2/c7-4-1-2-5(8)6(9)3-4/h1-3,8-9H,7H2","KDHUXRBROABJBC-UHFFFAOYSA-N","C6H7NO2",125.047678464,FALSE,NA
"1-Phenylurea-TP4","C1=C(C(=C(C=C1)N)O)O","InChI=1S/C6H7NO2/c7-4-2-1-3-5(8)6(4)9/h1-3,8-9H,7H2","MGBKJKDRMRAZKC-UHFFFAOYSA-N","C6H7NO2",125.047678464,FALSE,NA
"1-Phenylurea-TP5","C1=CC=C([CH](=[CH]1O)O)N","InChI=1S/C6H9NO2/c7-4-2-1-3-5(8)6(4)9/h1-3,5-6,8-9H,7H2","LAUIVQUVYQPERB-UHFFFAOYSA-N","C6H9NO2",127.063328528,FALSE,NA
"1-Phenylurea-TP6","C(=O)(C(=CC(=CC=O)N)O)O","InChI=1S/C6H7NO4/c7-4(1-2-8)3-5(9)6(10)11/h1-3,9H,7H2,(H,10,11)","ABLWZUAUGRRYKG-UHFFFAOYSA-N","C6H7NO4",157.037507704,TRUE,NA
"1-Phenylurea-TP7","C(=O)(C(=[OH])CC(=C)N)[OH2]","InChI=1S/C5H8NO3/c1-3(6)2-4(7)5(8)9/h7-8H,1-2,6H2/q-1","DDKPSLYCCRLYIX-UHFFFAOYSA-N","C5H9NO3",131.058243148,TRUE,NA
"1-Phenylurea-TP9","C1(=C(C=C(C=C1)O)O)O","InChI=1S/C6H6O3/c7-4-1-2-5(8)6(9)3-4/h1-3,7-9H","GGNQRNBDZQJCCN-UHFFFAOYSA-N","C6H6O3",126.031694052,FALSE,NA
"1-Phenylurea-TP10","C(C=CC(=CC(O)=O)N)(O)=O","InChI=1S/C6H7NO4/c7-4(3-6(10)11)1-2-5(8)9/h1-3H,7H2,(H,8,9)(H,10,11)/b2-1+,4-3?","VGAFIZGNMHSNGK-BRHLVPALSA-N","C6H7NO4",157.037507704,FALSE,NA
"1-Phenylurea-TP11","C(=O)C=CC(=C(C(=O)O)O)N","InChI=1S/C6H7NO4/c7-4(2-1-3-8)5(9)6(10)11/h1-3,9H,7H2,(H,10,11)/b2-1+,5-4?","HBEGUIZFIXRVKJ-GFQYROJNSA-N","C6H7NO4",157.037507704,TRUE,NA
"1-Phenylurea-TP12","C(C(=[OH])C(=O)[OH2])C=C","InChI=1S/C5H7O3/c1-2-3-4(6)5(7)8/h2,6-7H,1,3H2/q-1","FQJNIRWLNOAYNU-UHFFFAOYSA-N","C5H8O3",116.047344116,TRUE,NA
"1-Phenylurea-TP13","C=CCC(=O)C(=O)[OH2]","InChI=1S/C5H6O3/c1-2-3-4(6)5(7)8/h2,7H,1,3H2","VCSHGBXIWNUUPO-UHFFFAOYSA-N","C5H7O3",115.039519084,TRUE,NA
"1-Phenylurea-TP15","C1=C(C(=C(C=C1)O)O)O","InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H","WQGWDDDVZFFDIG-UHFFFAOYSA-N","C6H6O3",126.031694052,FALSE,NA
"1-Phenylurea-TP16","C(C(O)=O)=CC=C(C(O)=O)N","InChI=1S/C6H7NO4/c7-4(6(10)11)2-1-3-5(8)9/h1-3H,7H2,(H,8,9)(H,10,11)/b3-1+,4-2?","ZRHONLCTYUYMIQ-WZNPJAPVSA-N","C6H7NO4",157.037507704,FALSE,NA
"2,6-Dichlorobenzamide-TP1","c1cc(c(c(c1)Cl)C(=O)O)Cl","InChI=1S/C7H4Cl2O2/c8-4-2-1-3-5(9)6(4)7(10)11/h1-3H,(H,10,11)","MRUDNSFOFOQZDA-UHFFFAOYSA-N","C7H4Cl2O2",189.958834728,TRUE,NA
"2,6-Dichlorobenzamide-TP2","C1=CC(=C(C=C1)C(=O)N)Cl","InChI=1S/C7H6ClNO/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H2,9,10)","RBGDLYUEXLWQBZ-UHFFFAOYSA-N","C7H6ClNO",155.013791492,FALSE,NA
"2,6-Dichlorobenzamide-TP3","c1cc(c(cc1)C(=O)O)Cl","InChI=1S/C7H5ClO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)","IKCLCGXPQILATA-UHFFFAOYSA-N","C7H5ClO2",155.99780708,TRUE,NA
"2,6-Dichlorobenzamide-TP5","c1ccc(cc1)C(=O)O","InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)","WPYMKLBDIGXBTP-UHFFFAOYSA-N","C7H6O2",122.036779432,TRUE,NA
"2,6-Dichlorobenzamide-TP6","C1=CC([C](=[C](=C1)Cl)(C(=O)O)O)O","InChI=1S/C7H7ClO4/c8-4-2-1-3-5(9)7(4,12)6(10)11/h1-3,5,9,12H,(H,10,11)","LSTADJXORKYGFU-UHFFFAOYSA-N","C7H7ClO4",190.003286384,TRUE,NA
"2,6-Dichlorobenzamide-TP4","C1=CC=C(C=C1)C(=O)N","InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)","KXDAEFPNCMNJSK-UHFFFAOYSA-N","C7H7NO",121.052763844,FALSE,NA
"2-Hydroxyquinoline-TP1","C1(=C(C=C2C(=C1)C=CC(=O)N2)O)O","InChI=1S/C9H7NO3/c11-7-3-5-1-2-9(13)10-6(5)4-8(7)12/h1-4,11-12H,(H,10,13)","ODVFANKOECUNCN-UHFFFAOYSA-N","C9H7NO3",177.042593084,FALSE,NA
"2-Hydroxyquinoline-TP2","C1(=CC=C2C(=C1O)C=CC(=O)N2)O","InChI=1S/C9H7NO3/c11-7-3-2-6-5(9(7)13)1-4-8(12)10-6/h1-4,11,13H,(H,10,12)","UTBOUXWUGRVEPB-UHFFFAOYSA-N","C9H7NO3",177.042593084,FALSE,NA
"2-Hydroxyquinoline-TP3","C1=C(C(=C2C(=C1)C=CC(=O)N2)O)O","InChI=1S/C9H7NO3/c11-6-3-1-5-2-4-7(12)10-8(5)9(6)13/h1-4,11,13H,(H,10,12)","XUAVKWHEBZJRBZ-UHFFFAOYSA-N","C9H7NO3",177.042593084,FALSE,NA
"2-Hydroxyquinoline-TP4","C1(=C(C=C2C(=C1O)C=CC(=O)N2)O)O","InChI=1S/C9H7NO4/c11-6-3-5-4(8(13)9(6)14)1-2-7(12)10-5/h1-3,11,13-14H,(H,10,12)","MGAKDIDVBFNCTI-UHFFFAOYSA-N","C9H7NO4",193.037507704,FALSE,NA
"2-Hydroxyquinoline-TP5","C1(=C(C(=C2C(=C1)C=CC(=O)N2)O)O)O","InChI=1S/C9H7NO4/c11-5-3-4-1-2-6(12)10-7(4)9(14)8(5)13/h1-3,11,13-14H,(H,10,12)","KCXCJOSXPBPFOX-UHFFFAOYSA-N","C9H7NO4",193.037507704,FALSE,NA
"2-Hydroxyquinoline-TP6","C(C=C1C(=CC(O)=O)NC(C=C1)=O)(O)=O","InChI=1S/C9H7NO5/c11-7-2-1-5(3-8(12)13)6(10-7)4-9(14)15/h1-4H,(H,10,11)(H,12,13)(H,14,15)/b5-3+,6-4+","CUQGKSLBYKDSEC-GGWOSOGESA-N","C9H7NO5",209.032422324,FALSE,NA
"2-Hydroxyquinoline-TP9","C1(=C(C(=C2C(=C1O)C=CC(=O)N2)O)O)O","InChI=1S/C9H7NO5/c11-4-2-1-3-5(10-4)7(13)9(15)8(14)6(3)12/h1-2,12-15H,(H,10,11)","IBXQVFNNPHWOHT-UHFFFAOYSA-N","C9H7NO5",209.032422324,FALSE,NA
