"group","ret","mz","20250630_D1_S1_NTS_Pos_2-22_1_10520","20250630_D1_S2_NTS_Pos_2-23_1_10521","20250630_D1_S3_NTS_Pos_2-24_1_10522","20250630_D1_S4_NTS_Pos_2-3_1_10500","20250630_D1_S5_NTS_Pos_2-4_1_10501","20250630_D1_S6_NTS_Pos_2-5_1_10502","20250630_D1_S7_NTS_Pos_1-38_1_10480","20250630_D1_S8_NTS_Pos_1-39_1_10481","20250630_D1_S9_NTS_Pos_1-40_1_10482","20250630_D2_S1_NTS_Pos_2-25_1_10523","20250630_D2_S10_NTS_Pos_1-22_1_10463","20250630_D2_S11_NTS_Pos_1-23_1_10464","20250630_D2_S12_NTS_Pos_1-24_1_10465","20250630_D2_S2_NTS_Pos_2-26_1_10524","20250630_D2_S3_NTS_Pos_2-27_1_10525","20250630_D2_S4_NTS_Pos_2-6_1_10503","20250630_D2_S5_NTS_Pos_2-7_1_10504","20250630_D2_S6_NTS_Pos_2-8_1_10505","20250630_D2_S7_NTS_Pos_1-41_1_10483","20250630_D2_S8_NTS_Pos_1-42_1_10484","20250630_D2_S9_NTS_Pos_1-43_1_10485","20250630_D3_S1_NTS_Pos_2-28_1_10526","20250630_D3_S10_NTS_Pos_1-25_1_10466","20250630_D3_S11_NTS_Pos_1-26_1_10467","20250630_D3_S12_NTS_Pos_1-27_1_10468","20250630_D3_S2_NTS_Pos_2-29_1_10527","20250630_D3_S3_NTS_Pos_2-30_1_10528","20250630_D3_S4_NTS_Pos_2-9_1_10506","20250630_D3_S5_NTS_Pos_2-10_1_10507","20250630_D3_S6_NTS_Pos_2-11_1_10508","20250630_D3_S7_NTS_Pos_1-44_1_10486","20250630_D3_S8_NTS_Pos_1-45_1_10487","20250630_D3_S9_NTS_Pos_1-46_1_10488","20250630_D4_S1_NTSPos_2-31_1_10529","20250630_D4_S10_NTS_Pos_1-28_1_10469","20250630_D4_S11_NTS_Pos_1-29_1_10470","20250630_D4_S12_NTS_Pos_1-30_1_10471","20250630_D4_S2_NTS_Pos_2-32_1_10530","20250630_D4_S3_NTS_Pos_2-33_1_10531","20250630_D4_S4_NTS_Pos_2-12_1_10509","20250630_D4_S5_NTS_Pos_2-13_1_10510","20250630_D4_S6_NTS_Pos_2-14_1_10511","20250630_D4_S7_NTS_Pos_1-47_1_10489","20250630_D4_S8_NTS_Pos_1-48_1_10490","20250630_D4_S9_NTS_Pos_1-49_1_10491","20250630_D5_S1_NTS_Pos_2-34_1_10532","20250630_D5_S10_NTS_Pos_1-31_1_10472","20250630_D5_S11_NTS_Pos_1-32_1_10473","20250630_D5_S12_NTS_Pos_1-33_1_10474","20250630_D5_S2_NTS_Pos_2-35_1_10533","20250630_D5_S3_NTS_Pos_2-36_1_10534","20250630_D5_S4_NTS_Pos_2-15_1_10512","20250630_D5_S5_NTS_Pos_2-16_1_10513","20250630_D5_S6_NTS_Pos_2-17_1_10514","20250630_D5_S7_NTS_Pos_1-50_1_10492","20250630_D5_S8_NTS_Pos_1-51_1_10493","20250630_D5_S9_NTS_Pos_1-52_1_10494","20250630_D6_S1_NTS_Pos_2-37_1_10535","20250630_D6_S10_NTS_Pos_1-34_1_10475","20250630_D6_S11_NTS_Pos_1-35_1_10476","20250630_D6_S12_NTS_Pos_1-36_1_10477","20250630_D6_S2_NTS_Pos_2-38_1_10536","20250630_D6_S3_NTS_Pos_2-39_1_10537","20250630_D6_S4_NTS_Pos_2-18_1_10515","20250630_D6_S5_NTS_Pos_2-19_1_10516","20250630_D6_S6_NTS_Pos_2-20_1_10517","20250630_D6_S7_NTS_Pos_1-53_1_10495","20250630_D6_S8_NTS_Pos_1-54_1_10496","20250630_D6_S9_NTS_Pos_2-1_1_10497","20250701_D1_S1_NTS_Neg_2-22_1_10621","20250701_D1_S2_NTS_Neg_2-23_1_10622","20250701_D1_S3_NTS_Neg_2-24_1_10623","20250701_D1_S4_NTS_Neg_2-3_1_10601","20250701_D1_S5_NTS_Neg_2-4_1_10602","20250701_D1_S6_NTS_Neg_2-5_1_10603","20250701_D1_S7_NTS_Neg_1-38_1_10581","20250701_D1_S8_NTS_Neg_1-39_1_10582","20250701_D1_S9_NTS_Neg_1-40_1_10583","20250701_D2_S1_NTS_Neg_2-25_1_10624","20250701_D2_S10_NTS_Neg_1-22_1_10564","20250701_D2_S11_NTS_Neg_1-23_1_10565","20250701_D2_S12_NTS_Neg_1-24_1_10566","20250701_D2_S2_NTS_Neg_2-26_1_10625","20250701_D2_S3_NTS_Neg_2-27_1_10626","20250701_D2_S4_NTS_Neg_2-6_1_10604","20250701_D2_S5_NTS_Neg_2-7_1_10605","20250701_D2_S6_NTS_Neg_2-8_1_10606","20250701_D2_S7_NTS_Neg_1-41_1_10584","20250701_D2_S8_NTS_Neg_1-42_1_10585","20250701_D2_S9_NTS_Neg_1-43_1_10586","20250701_D3_S1_NTS_Neg_2-28_1_10627","20250701_D3_S10_NTS_Neg_1-25_1_10567","20250701_D3_S11_NTS_Neg_1-26_1_10568","20250701_D3_S12_NTS_Neg_1-27_1_10569","20250701_D3_S2_NTS_Neg_2-29_1_10628","20250701_D3_S3_NTS_Neg_2-30_1_10629","20250701_D3_S4_NTS_Neg_2-9_1_10607","20250701_D3_S5_NTS_Neg_2-10_1_10608","20250701_D3_S6_NTS_Neg_2-11_1_10609","20250701_D3_S7_NTS_Neg_1-44_1_10587","20250701_D3_S8_NTS_Neg_1-45_1_10588","20250701_D3_S9_NTS_Neg_1-46_1_10589","20250701_D4_S1_NTS_Neg_2-31_1_10630","20250701_D4_S10_NTS_Neg_1-28_1_10570","20250701_D4_S11_NTS_Neg_1-29_1_10571","20250701_D4_S12_NTS_Neg_1-30_1_10572","20250701_D4_S2_NTS_Neg_2-32_1_10631","20250701_D4_S3_NTS_Neg_2-33_1_10632","20250701_D4_S4_NTS_Neg_2-12_1_10610","20250701_D4_S5_NTS_Neg_2-13_1_10611","20250701_D4_S6_NTS_Neg_2-14_1_10612","20250701_D4_S7_NTS_Neg_1-47_1_10590","20250701_D4_S8_NTS_Neg_1-48_1_10591","20250701_D4_S9_NTS_Neg_1-49_1_10592","20250701_D5_S1_NTS_Neg_2-34_1_10633","20250701_D5_S10_NTS_Neg_1-31_1_10573","20250701_D5_S11_NTS_Neg_1-32_1_10574","20250701_D5_S12_NTS_Neg_1-33_1_10575","20250701_D5_S2_NTS_Neg_2-35_1_10634","20250701_D5_S3_NTS_Neg_2-36_1_10635","20250701_D5_S4_NTS_Neg_2-15_1_10613","20250701_D5_S5_NTS_Neg_2-16_1_10614","20250701_D5_S6_NTS_Neg_2-17_1_10615","20250701_D5_S7_NTS_Neg_1-50_1_10593","20250701_D5_S8_NTS_Neg_1-51_1_10594","20250701_D5_S9_NTS_Neg_1-52_1_10595","20250701_D6_S1_NTS_Neg_2-37_1_10636","20250701_D6_S10_NTS_Neg_1-34_1_10576","20250701_D6_S11_NTS_Neg_1-35_1_10577","20250701_D6_S12_NTS_Neg_1-36_1_10578","20250701_D6_S2_NTS_Neg_2-38_1_10637","20250701_D6_S3_NTS_Neg_2-39_1_10638","20250701_D6_S4_NTS_Neg_2-18_1_10616","20250701_D6_S5_NTS_Neg_2-19_1_10617","20250701_D6_S6_NTS_Neg_2-20_1_10618","20250701_D6_S7_NTS_Neg_1-53_1_10596","20250701_D6_S8_NTS_Neg_1-54_1_10597","20250701_D6_S9_NTS_Neg_2-1_1_10598","adduct","neutralMass","susp_name"
"M306_R289_1148",288.857037,306.108715,0,0,0,0,0,0,0,0,0,0,64440,65383,81125,0,0,0,0,0,0,0,0,0,104273,141411,53427,0,0,0,0,0,0,0,0,0,53488,47530,57758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",306.108715,"Fluconazole"
"M307_R333_1153",332.837774,307.043291,262836,398245,350036,56317,66852,84404,161876,193713,205671,0,0,0,0,0,0,91114,222660,197082,208576,180700,104438,573399,0,0,0,532372,467486,292947,179495,380089,344824,400055,215518,369984,0,0,0,550726,473351,239050,405438,361803,452176,534985,331538,389016,0,0,0,402119,390326,0,0,0,169922,141655,125545,427539,0,0,0,407606,311060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",307.043291,"Clopidogrel carboxylic acid,Poly(difluoromethylene), .alpha.,.alpha.'-[phosphinicobis(oxy-2,1-ethanediyl)]bis[.omega.-fluoro-, ammonium salt (1_1)"
"M308_R287_1160",287.358020180212,308.035307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126593,87823,85389,0,0,0,0,0,0,0,0,0,0,0,0,0,110922,91380,84479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67053,61517,50868,0,0,0,0,0,0,0,0,0,0,0,0,"[M-H]-",308.035307,"Sulisobenzone,Tris(3-chloropropyl) phosphate-TP1,methyl 2-{[(4-hydroxyphenyl)sulfonyl]oxy}benzoate"
"M308_R360_1162",360.175040804127,308.144384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110851,115478,65114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M-H]-",308.144384,"Reaction mass of (2E)-2-Benylidene-5,6-dimethoxy-3,3-dimethylindan-1-one and (2Z)-2-Benylidene-5,6-dimethoxy-3,3-dimethylindan-1-one"
"M308_R360_1164",359.862321,308.173231,98988,85933,70612,0,0,0,59802,50598,80761,99008,0,0,0,60776,106964,0,0,0,0,0,0,72634,0,0,0,79936,78474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84094,0,0,0,70601,46022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",308.173231,"Baquiloprim"
"M308_R314_1165",313.750141,308.173501,0,0,0,0,0,0,70621,82464,67245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",308.173501,"Baquiloprim"
"M309_R333_1169",332.86209,309.040317,0,0,0,0,0,0,72820,64255,75103,0,0,0,0,0,0,0,0,0,0,0,0,197295,0,0,0,200731,178863,96937,71977,172249,137065,156104,80220,0,0,0,0,0,0,155014,148639,147151,0,0,0,0,0,0,0,0,0,0,0,0,53744,59260,53360,142037,0,0,0,158762,122816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",309.040317,"Ethanone, 1-(4-chlorophenyl)-2,2,2-trifluoro-, O-(1,3-dioxolan-2-ylmethyl)oxime"
"M309_R518_1171",518.42829,309.20927,60832,53225,50073,0,0,0,0,0,0,69683,0,0,0,58700,70926,0,0,0,0,0,0,79468,0,0,0,76483,62115,0,0,0,0,0,0,73822,0,0,0,90246,75977,71071,76727,71167,0,0,0,54372,0,0,0,52455,49900,0,0,0,0,0,0,56087,0,0,0,59086,59553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",309.20927,"Methadone"
"M309_R529_1172",528.907826,309.209469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60733,76157,69730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",309.209469,"Methadone"
"M310_R324_1180",323.763058641826,310.123776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168708,82268,166460,0,0,0,0,0,0,0,0,0,0,0,0,0,65147,132121,63123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M-H]-",310.123776,"(R)-4-hydroxy-3-(3-oxo-1-phenylbutyl)-2-benzopyrone,Decamethyltetrasiloxane (MD2M),Sucralose-TP54,Sucralose-TP86"
"M310_R241_1181",241.105011,310.126122,0,0,0,41247,132935,77295,81948,52228,107587,0,56412,61450,64394,0,0,0,0,0,0,0,0,193936,141420,59967,148080,102568,68608,77013,80782,42602,0,0,0,0,0,0,0,0,0,0,0,0,36880,79423,49446,0,0,0,0,0,0,0,0,0,0,0,0,25428,98541,69585,111762,40671,50904,92535,101938,83208,84779,69902,88524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",310.126122,"Decamethyltetrasiloxane (MD2M),Sucralose-TP54,Sucralose-TP86"
"M310_R357_1182",356.991738,310.148299,104089,78616,66039,0,0,0,0,0,0,101183,0,0,0,80312,139103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",310.148299,"Citalopram-TP4,Desmethylcitalopram"
"M310_R364_1183",363.936746217774,310.160147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214259,58301,97381,0,133763,246833,71569,0,0,99282,68803,143332,0,0,0,0,303363,395217,133185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M-H]-",310.160147,"1-(4-tert-Butylphenyl)-3-(4-methoxyphenyl)propane-1,3-dione"
"M311_R330_1192",330.10375,311.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38098,0,0,0,49582,31239,0,0,0,0,0,0,55870,0,0,0,82692,52533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123640,124291,73631,69827,53229,69062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",311.109375,"Fenamidone"
"M311_R354_1194",354.422434,311.165287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155872,98606,174579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",311.165287,"3-(methacryloylamino)-N,N-dimethylpropan-1-aminium 4-(C10-13-sec-alkyl)benzenesulfonate"
"M312_R213_1200",213.441102305183,312.066826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70325,65371,46912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M-H]-",312.066826,"Lonazolac"
"M312_R327_1203",327.378684257762,312.139336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115005,115774,69671,125395,117372,197123,0,0,0,0,0,0,45643,65287,50230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M-H]-",312.139336,"Benzylbutylphthalate"
"M312_R375_1204",375.475601,312.147515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108188,0,0,0,169678,127081,110524,112764,127805,107886,157750,124434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",312.147515,"N-(2-ethoxyphenyl)-N'-(2-ethylphenyl)oxamide"
"M312_R306_1205",306.090657570485,312.157176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43122,48535,38870,0,0,0,0,0,0,0,0,0,0,0,0,"[M-H]-",312.157176,"2-(2-Ethoxyphenyl)-5-methyl-7-propylimidazo-[5,1-f][1,2,4]triazin-4(3H)-one"
"M312_R230_1206",229.583569,312.178395,0,0,0,172988,94265,116160,271787,134114,414493,0,131484,89297,109559,0,0,53990,78959,68732,113102,144202,91205,0,263645,289550,259556,0,0,123663,94838,177424,222496,284617,127654,0,158592,167076,100330,0,0,115953,124263,82984,155849,123412,145321,0,0,0,0,0,0,36528,60458,48311,61981,105366,86469,0,48753,22890,49695,0,0,142857,174608,134347,196391,248652,190610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",312.178395,"N,N,N-trimethyl-3-[(2-methylacryloyl)amino]propan-1-aminium 4-(C10-13-sec-alkyl)benzenesulfonate"
"M313_R399_1210",399.053048995985,313.1313155,0,0,0,179672,233571,307699,0,0,0,1462866,106025,104035,89284,1021102,453880,0,0,0,0,0,0,0,315036,287862,254084,0,0,0,0,0,0,0,0,1971881,398674,462991,164209,2365050,1849521,0,0,0,1305560,2179777,1448307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90802,84872,140668,213628,322517,264213,0,0,0,0,0,0,189800,320726,292883,309944,329076,219002,0,106431,150064,103080,0,0,277746,285748,325134,0,0,0,0,213182,214003,159882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172552,0,0,0,152785,152261,0,0,0,0,0,0,"[M+H]+,[M-H]-",313.1313155,"Kresoxim-methyl,kresoxim-methyl (ISO)"
"M314_R247_1217",247.486845995462,314.082249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345212,194792,413023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M-H]-",314.082249,"Aflatoxin B2,Ethyl 3-[[bis(1-methylethoxy)phosphinothioyl]thio]propionate"
"M314_R271_1218",271.128718933476,314.082291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69015,87853,29347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48346,131395,118623,0,0,0,0,0,0,0,0,0,96651,64652,75352,0,0,0,0,0,0,0,0,0,0,0,0,"[M-H]-",314.082291,"Aflatoxin B2,Ethyl 3-[[bis(1-methylethoxy)phosphinothioyl]thio]propionate"
"M314_R396_1219",396.288857,314.082485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61127,65252,81172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",314.082485,"Aflatoxin B2,Ethyl 3-[[bis(1-methylethoxy)phosphinothioyl]thio]propionate"
"M314_R324_1220",324.010759473991,314.118602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2214325,1280212,2368000,0,206750,147611,211802,0,0,0,0,0,1135483,902912,185987,549248,0,0,0,959179,1357164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140762,96328,353254,453260,380358,562763,147925,185000,258559,305856,490721,213194,0,0,0,507149,189140,559382,"[M-H]-",314.118602,"Diethylene glycol dibenzoate"
"M314_R313_1221",312.916891728418,314.11861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457286,119885,542510,0,0,0,1064676,619829,1040604,584472,0,0,0,1153051,1043904,285901,561639,496000,0,0,0,339585,0,0,0,514344,414741,58212,250109,259247,0,0,0,709520,0,0,0,815618,163473,229044,206150,93350,0,0,0,217626,0,0,0,257184,140718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367765,184122,463650,"[M-H]-",314.11861,"Diethylene glycol dibenzoate"
"M314_R402_1225",402.307859,314.187219,0,0,0,0,0,0,0,0,0,0,144764,175938,104884,0,0,130870,49110,77603,49647,95721,88712,0,0,0,0,0,0,0,0,0,0,0,0,0,61711,72870,39874,0,0,0,0,0,0,0,0,0,58658,58714,63386,0,0,0,0,0,0,0,0,0,106919,105396,124922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",314.187219,"Estradiene dione-3-keta"
"M314_R418_1226",418.059318,314.188158,67294,75505,74604,0,0,0,0,0,0,0,58223,81794,62544,0,0,37789,32579,16295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84255,76554,59448,50726,0,0,0,53433,52013,0,0,0,0,0,0,0,64550,79083,73948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[M+H]+",314.188158,"Estradiene dione-3-keta"
